"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME (Last, First)","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","FOOTNOTES",""
"809.0","California","CA","52","H0CA52018","","Michael","Benoit","Benoit, Michael","","LIB","548.0","1.0","","","10732.0","0.048547466321665414","","","",""
"810.0","California","CA","52","n/a","","","","","Party Votes:","LIB","548.0","","","","","","","","",""
"811.0","California","CA","52","n/a","","","","","District Votes:","","114984.0","","","","221062.0","","","","",""
"812.0","California","CA","","n/a","","","","","","","","","","","","","","","",""
"813.0","California","CA","53","H0CA49055","(I)","Susan A.","Davis","Davis, Susan A.","","DEM","42976.0","1.0","","","104800.0","0.6225939831757046","","","",""
"814.0","California","CA","53","n/a","","","","","Party Votes:","DEM","42976.0","","","","","","","","",""
"815.0","California","CA","53","H8CA53019","","Michael","Crimmins","Crimmins, Michael","","REP","10780.0","0.34430994282794086","","","57230.0","0.33999097001093104","","","",""
"816.0","California","CA","53","H0CA53016","","Matt","Friedman","Friedman, Matt","","REP","7251.0","0.2315947491136734","","","","","","","",""
"817.0","California","CA","53","H0CA53057","","Mari Hamlin","Fink","Fink, Mari Hamlin","","REP","6751.0","0.2156249001884442","","","","","","","",""
"818.0","California","CA","53","H0CA53032","","C. Mason","Weaver","Weaver, C. Mason","","REP","6527.0","0.20847040786994156","","","","","","","",""
"819.0","California","CA","53","n/a","","","","","Party Votes:","REP","31309.0","","","","","","","","",""
"820.0","California","CA","53","H0CA53065","","Paul","Dekker","Dekker, Paul","","LIB","506.0","1.0","","","6298.0","0.03741504681336438","","","",""
"821.0","California","CA","53","n/a","","","","","Party Votes:","LIB","506.0","","","","","","","","",""
"822.0","California","CA","53","n/a","","","","","District Votes:","","74791.0","","","","168328.0","","","","",""
"823.0","California","CA","","n/a","","","","","","","","","","","","","","","",""
"824.0","California","CA","H","n/a","","","","","Total State Votes:","","4274547.0","","","","9647873.0","","","","",""
"825.0","California","CA","","n/a","","","","","","","","","","","","","","","",""
"826.0","California","CA","","n/a","","","","","","","","","","","","","","","",""
"827.0","California","CA","S","S2CA00286","(I)","Barbara","Boxer","Boxer, Barbara","","DEM","1957920.0","0.8090795827160647","","","5218137.0","0.521821005494077","","","",""
"828.0","California","CA","S","S0CA00355","","Brian","Quintana","Quintana, Brian","","DEM","338442.0","0.13985582257374682","","","","","","","",""
"829.0","California","CA","S","S0CA00363","","Robert M. ""Mickey""","Kaus","Kaus, Robert M. ""Mickey""","","DEM","123573.0","0.051064594710188496","","","","","","","",""
"830.0","California","CA","S","n/a","","","","","Party Votes:","DEM","2419935.0","","","","","","","","",""
"831.0","California","CA","S","S0CA00330","","Carly","Fiorina","Fiorina, Carly","","REP","1315429.0","0.5635841171667005","","","4217386.0","0.42174450442306194","","","",""
"832.0","California","CA","S","S2CA00351","","Tom","Campbell","Campbell, Tom","","REP","504289.0","0.21605823716968248","","","","","","","",""
"833.0","California","CA","S","S0CA00298","","Chuck","Devore","Devore, Chuck","","REP","452577.0","0.19390268041449127","","","","","","","",""
"834.0","California","CA","S","S0CA00306","","Al","Ramirez","Ramirez, Al","","REP","42149.0","0.01805837255713479","","","","","","","",""
"835.0","California","CA","S","S6CA00477","","Tim","Kalemkarian","Kalemkarian, Tim","","REP","19598.0","0.008396592691990975","","","","","","","",""
"836.0","California","CA","S","n/a","","","","","Party Votes:","REP","2334042.0","","","","","","","","",""
"837.0","California","CA","S","S8CA00283","","Gail K.","Lightfoot","Lightfoot, Gail K.","","LIB","17791.0","1.0","","","175235.0","0.017523745332434653","","","",""
"838.0","California","CA","S","n/a","","","","","Party Votes:","LIB","17791.0","","","","","","","","",""
"839.0","California","CA","S","S4CA00357","","Marsha","Feinland","Feinland, Marsha","","PAF","4070.0","1.0","","","135088.0","0.013508989125847762","","","",""
"840.0","California","CA","S","n/a","","","","","Party Votes:","PAF","4070.0","","","","","","","","",""
"841.0","California","CA","S","S0CA00397","","Duane","Roberts","Roberts, Duane","","GRE","19983.0","1.0","","","128512.0","0.01285137991931887","","","",""
"842.0","California","CA","S","n/a","","","","","Party Votes:","GRE","19983.0","","","","","","","","",""
"843.0","California","CA","S","S0CA00371","","Edward C.","Noonan","Noonan, Edward C.","","AIP","16704.0","0.394921625647209","","","125435.0","0.01254367561145856","","","",""
"844.0","California","CA","S","S4CA00332","","Don J.","Grundmann","Grundmann, Don J.","","AIP","14170.0","0.33501193938104357","","","","","","","",""
"845.0","California","CA","S","S0CA00389","","Al","Salehi","Salehi, Al","","AIP","11423.0","0.2700664349717474","","","","","","","",""
"846.0","California","CA","S","n/a","","","","","Party Votes:","AIP","42297.0","","","","","","","","",""
"847.0","California","CA","S","S0CA00405","","James E. ","Harris","Harris, James E. ","","W","","","","","41.0","4.100057400803611e-06","","","",""
"848.0","California","CA","S","S0CA00421 ","","Connor","Vlakancic","Vlakancic, Connor","","W","","","","","11.0","1.100015400215603e-06","","","",""
"849.0","California","CA","S","S2CA00591","","Jerry Leon ","Carroll","Carroll, Jerry Leon ","","W","","","","","10.0","1.0000140001960027e-06","","","",""
"850.0","California","CA","S","S0CA00413","","Hans J.","Kugler","Kugler, Hans J.","","W","","","","","5.0","5.000070000980014e-07","","","",""
"851.0","California","CA","S","n/a","","","","","Total State Votes:","","4838118.0","","","","9999860.0","","","","",""
"852.0","","","","n/a","","","","","","","","","","","","","","","",""
"853.0","Colorado","CO","01","H6CO01141","(I)","Diana","DeGette","DeGette, Diana","","DEM","57527.0","1.0","","","140073.0","0.6742350217327474","","","",""
"854.0","Colorado","CO","01","n/a","","","","","Party Votes:","DEM","57527.0","","","","","","","","",""
"855.0","Colorado","CO","01","H0CO01078","","Mike","Fallon","Fallon, Mike","","REP","13970.0","1.0","","","59747.0","0.2875894700867866","","","",""
"856.0","Colorado","CO","01","n/a","","","","","Party Votes:","REP","13970.0","","","","","","","","",""
"857.0","Colorado","CO","01","H8CO01089","","Gary","Swing","Swing, Gary","","GRE","Unopposed","","","","2923.0","0.014069727702875076","","","",""
"858.0","Colorado","CO","01","H0CO01110","","Clint","Jones","Jones, Clint","","LIB","216.0","0.5950413223140496","","","2867.0","0.01380017424705537","","","",""
"859.0","Colorado","CO","01","H0CO01128","","Jeffrey","Schitter","Schitter, Jeffrey","","LIB","147.0","0.4049586776859504","","","","","","","",""
"860.0","Colorado","CO","01","n/a","","","","","Party Votes:","LIB","363.0","","","","","","","","",""
"861.0","Colorado","CO","01","H0CO01094","","Chris","Styskal","Styskal, Chris","","AMC","Unopposed","","","","2141.0","0.010305606230535592","","","",""
"862.0","Colorado","CO","01","n/a","","","","","District Votes:","","71860.0","","","","207751.0","","","","",""
"863.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"864.0","Colorado","CO","02","H8CO02137","(I)","Jared","Polis","Polis, Jared","","DEM","47347.0","1.0","","","148768.0","0.574136680096945","","","",""
"865.0","Colorado","CO","02","n/a","","","","","Party Votes:","DEM","47347.0","","","","","","","","",""
"866.0","Colorado","CO","02","H0CO02134","","Stephen","Bailey","Bailey, Stephen","","REP","23439.0","0.6936257102272727","","","98194.0","0.37895768690470677","","","",""
"867.0","Colorado","CO","02","H0CO02142","","Bob","Brancato","Brancato, Bob","","REP","10353.0","0.3063742897727273","","","","","","","",""
"868.0","Colorado","CO","02","n/a","","","","","Party Votes:","REP","33792.0","","","","","","","","",""
"869.0","Colorado","CO","02","H0CO02175","","Jenna","Goss","Goss, Jenna","","AMC","Unopposed","","","","7087.0","0.027350684635452847","","","",""
"870.0","Colorado","CO","02","H0CO02159","","Curtis","Harris","Harris, Curtis","","LIB","Unopposed","","","","5060.0","0.019527933435218203","","","",""
"871.0","Colorado","CO","02","H0CO02183","","Henry","Raibourn","Raibourn, Henry","","W","","","","","7.0","2.7014927677179333e-05","","","",""
"872.0","Colorado","CO","02","n/a","","","","","District Votes:","","81139.0","","","","259116.0","","","","",""
"873.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"874.0","Colorado","CO","03","H6CO03139","","Scott R.","Tipton","Tipton, Scott R.","","REP","39346.0","0.5576247165532879","","","131227.0","0.49870030174281177","","","",""
"875.0","Colorado","CO","03","H0CO03090","","Bob","McConnell","McConnell, Bob","","REP","31214.0","0.442375283446712","","","","","","","",""
"876.0","Colorado","CO","03","n/a","","","","","Party Votes:","REP","70560.0","","","","","","","","",""
"877.0","Colorado","CO","03","H4CO03167","(I)","John","Salazar","Salazar, John","","DEM","46148.0","1.0","","","121114.0","0.4602679962605173","","","",""
"878.0","Colorado","CO","03","n/a","","","","","Party Votes:","DEM","46148.0","","","","","","","","",""
"879.0","Colorado","CO","03","H0CO03116","","Gregory","Gilman","Gilman, Gregory","","LIB","Unopposed","","","","5745.0","0.021832650548381457","","","",""
"880.0","Colorado","CO","03","H0CO03108","","Jake","Segrest","Segrest, Jake","","UN","","","","","5018.0","0.01906984168003101","","","",""
"881.0","Colorado","CO","03","H0CO03124","","John W., Sr","Hargis","Hargis, John W., Sr","","W","","","","","23.0","8.740660793956023e-05","","","",""
"882.0","Colorado","CO","03","H4CO00015","","James","Fritz","Fritz, James","","W","","","","","11.0","4.180316031892011e-05","","","",""
"883.0","Colorado","CO","03","n/a","","","","","District Votes:","","116708.0","","","","263138.0","","","","",""
"884.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"885.0","Colorado","CO","04","H0CO04122","","Cory","Gardner","Gardner, Cory","","REP","57358.0","1.0","","","138634.0","0.524769003069865","","","",""
"886.0","Colorado","CO","04","n/a","","","","","Party Votes:","REP","57358.0","","","","","","","","",""
"887.0","Colorado","CO","04","H8CO04067","(I)","Betsy","Markey","Markey, Betsy","","DEM","33982.0","1.0","","","109249.0","0.4135384452326246","","","",""
"888.0","Colorado","CO","04","n/a","","","","","Party Votes:","DEM","33982.0","","","","","","","","",""
"889.0","Colorado","CO","04","H0CO04148","","Doug","Aden","Aden, Doug","","AMC","Unopposed","","","","12312.0","0.046604411369477745","","","",""
"890.0","Colorado","CO","04","H0CO04171","","Ken ""Wasko""","Waszkiewicz","Waszkiewicz, Ken ""Wasko""","","UN","","","","","3986.0","0.015088140328032674","","","",""
"891.0","Colorado","CO","04","n/a","","","","","District Votes:","","91340.0","","","","264181.0","","","","",""
"892.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"893.0","Colorado","CO","05","H6CO05159","(I)","Doug","Lamborn","Lamborn, Doug","","REP","60906.0","1.0","","","152829.0","0.6575156818709827","","","",""
"894.0","Colorado","CO","05","n/a","","","","","Party Votes:","REP","60906.0","","","","","","","","",""
"895.0","Colorado","CO","05","H0CO05095","","Kevin","Bradley","Bradley, Kevin","","DEM","20814.0","1.0","","","68039.0","0.29272395604773827","","","",""
"896.0","Colorado","CO","05","n/a","","","","","Party Votes:","DEM","20814.0","","","","","","","","",""
"897.0","Colorado","CO","05","H6CO05225","","Brian ""Barron X""","Scott","Scott, Brian ""Barron X""","","AMC","Unopposed","","","","5886.0","0.025323317586927904","","","",""
"898.0","Colorado","CO","05","H0CO05103","","Jerell","Klaver","Klaver, Jerell","","LIB","Unopposed","","","","5680.0","0.024437044494351086","","","",""
"899.0","Colorado","CO","05","n/a","","","","","District Votes:","","81720.0","","","","232434.0","","","","",""
"900.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"901.0","Colorado","CO","06","H8CO06138","(I)","Mike","Coffman","Coffman, Mike","","REP","81067.0","1.0","","","217400.0","0.6567241728266024","","","",""
"902.0","Colorado","CO","06","n/a","","","","","Party Votes:","REP","81067.0","","","","","","","","",""
"903.0","Colorado","CO","06","H0CO06077","","John","Flerlage","Flerlage, John","","DEM","37950.0","1.0","","","104159.0","0.31464458655678973","","","",""
"904.0","Colorado","CO","06","n/a","","","","","Party Votes:","DEM","37950.0","","","","","","","","",""
"905.0","Colorado","CO","06","H0CO06085","","Rob","McNealy","McNealy, Rob","","LIB","Unopposed","","","","9471.0","0.028610094944069697","","","",""
"906.0","Colorado","CO","06","H0CO06093","","Michael Shawn","Kearns","Kearns, Michael Shawn","","W","","","","","7.0","2.1145672538115074e-05","","","",""
"907.0","Colorado","CO","06","n/a","","","","","District Votes:","","119017.0","","","","331037.0","","","","",""
"908.0","Colorado","CO","","n/a","","","","","","","","","","","","","","","",""
"909.0","Colorado","CO","07","H6CO07023","(I)","Ed","Perlmutter","Perlmutter, Ed","","DEM","40534.0","1.0","","","112667.0","0.5344480812105687","","","",""
"910.0","Colorado","CO","07","n/a","","","","","Party Votes:","DEM","40534.0","","","","","","","","",""
"911.0","Colorado","CO","07","H0CO07026","","Ryan","Frazier","Frazier, Ryan","","REP","26765.0","0.643389423076923","","","88026.0","0.41756083677244915","","","",""
"912.0","Colorado","CO","07","H0CO07067","","Lang","Sias","Sias, Lang","","REP","14835.0","0.3566105769230769","","","","","","","",""
"913.0","Colorado","CO","07","n/a","","","","","Party Votes:","REP","41600.0","","","","","","","","",""
