"1.0","STATE ABBREVIATION","STATE","DISTRICT","FEC ID#","(I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY VOTES","PRIMARY %","RUNOFF VOTES","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF ELECTION VOTES (LA)","GE RUNOFF ELECTION % (LA)","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","GE WINNER INDICATOR","FOOTNOTES"
"3561.0","WV","West Virginia","01","H2WV01037","","Glen B., III","Gainer","Gainer, Glen B., III","","D","34764.0","1.0","","","52109.0","0.3600254254268086","","","","","",""
"3562.0","WV","West Virginia","01","n/a","","","","","Party Votes:","D","34764.0","","","","","","","","","","",""
"3563.0","WV","West Virginia","01","H4WV01041","","Chuck","Wood","Wood, Chuck","","W","","","","","137.0","0.0009465444219515397","","","","","",""
"3564.0","WV","West Virginia","01","n/a","","","","","District Votes:","","62353.0","","","","144737.0","","","","","","",""
"3565.0","WV","West Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3566.0","WV","West Virginia","02","H4WV02080 ","","Alex X.","Mooney","Mooney, Alex X.","","R","12678.0","0.3601806869513338","","","72619.0","0.4707876823338736","","","","","W",""
"3567.0","WV","West Virginia","02","H4WV02122","","Ken ","Reed","Reed, Ken ","","R","7848.0","0.22296087957044233","","","","","","","","","",""
"3568.0","WV","West Virginia","02","H4WV02098","","Charlotte ","Lane","Lane, Charlotte ","","R","6358.0","0.18063013153782778","","","","","","","","","",""
"3569.0","WV","West Virginia","02","H4WV02155 ","","Steve ","Harrison","Harrison, Steve ","","R","3885.0","0.110372453762891","","","","","","","","","",""
"3570.0","WV","West Virginia","02","H4WV02114 ","","Ron, Jr.","Walters","Walters, Ron, Jr.","","R","2125.0","0.060371033267990565","","","","","","","","","",""
"3571.0","WV","West Virginia","02","H2WV02167 ","","Jim","Moss","Moss, Jim","","R","1684.0","0.047842268246256994","","","","","","","","","",""
"3572.0","WV","West Virginia","02","H4WV02148 ","","Robert Lawrence ","Fluharty","Fluharty, Robert Lawrence ","","R/W","621.0","0.01764254666325748","","","9.0","5.834683954619125e-05","","","","","",""
"3573.0","WV","West Virginia","02","n/a","","","","","Party Votes:","R","35199.0","","","","","","","","","","",""
"3574.0","WV","West Virginia","02","H4WV02072","","Nick","Casey","Casey, Nick","","D","21646.0","0.6062116671801048","","","67687.0","0.43881361426256077","","","","","",""
"3575.0","WV","West Virginia","02","H4WV02106","","Meshea L.","Poore","Poore, Meshea L.","","D","14061.0","0.3937883328198953","","","","","","","","","",""
"3576.0","WV","West Virginia","02","n/a","","","","","Party Votes:","D","35707.0","","","","","","","","","","",""
"3577.0","WV","West Virginia","02","H4WV02163","","Ed","Rabel","Rabel, Ed","","IND","","","","","6250.0","0.04051863857374392","","","","","",""
"3578.0","WV","West Virginia","02","H4WV02130","","Davy","Jones","Jones, Davy","","LIB","*","","","","7682.0","0.04980226904376013","","","","","","*  The Libertarian Party nominated by convention on March 8, 2014.  Convention nominee is noted with an asterisk."
"3579.0","WV","West Virginia","02","H4WV02171","","Liz","Sullivan","Sullivan, Liz","","W","","","","","3.0","1.9448946515397084e-05","","","","","",""
"3580.0","WV","West Virginia","02","n/a","","","","","District Votes:","","70906.0","","","","154250.0","","","","","","",""
"3581.0","WV","West Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3582.0","WV","West Virginia","03","H4WV03070","","Evan","Jenkins","Jenkins, Evan","","R","14374.0","1.0","","","77713.0","0.553507453650615","","","","","W",""
"3583.0","WV","West Virginia","04","n/a","","","","","Party Votes:","R","14374.0","","","","","","","","","","",""
"3584.0","WV","West Virginia","05","H6WV04057","(I)","Nick J., II","Rahall","Rahall, Nick J., II","","D","37176.0","0.6645335430706255","","","62688.0","0.44649254634938496","","","","","",""
"3585.0","WV","West Virginia","06","H4WV03088","","Richard, II","Ojeda","Ojeda, Richard, II","","D","18767.0","0.33546645692937455","","","","","","","","","",""
"3586.0","WV","West Virginia","07","n/a","","","","","Party Votes:","D","55943.0","","","","","","","","","","",""
"3587.0","WV","West Virginia","08","n/a","","","","","District Votes:","","70317.0","","","","140401.0","","","","","","",""
"3588.0","WV","West Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3589.0","WV","West Virginia","H","n/a","","","","","Total State Votes:","","203576.0","","","","439388.0","","","","","","",""
"3590.0","WV","West Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3591.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"3592.0","WI","Wisconsin","01","H8WI01024","(I)","Paul","Ryan","Ryan, Paul","","R","40813.0","0.942715912503176","","","182316.0","0.6326682166776556","","","","","W",""
"3593.0","WI","Wisconsin","01","H4WI01148","","Jeremy ","Ryan","Ryan, Jeremy ","","R","2450.0","0.05659113482549142","","","","","","","","","",""
"3594.0","WI","Wisconsin","01","n/a","","","Scattered","Scattered","","W(R)","30.0","0.000692952671332548","","","","","","","","","",""
"3595.0","WI","Wisconsin","01","n/a","","","","","Party Votes:","R","43293.0","","","","","","","","","","",""
"3596.0","WI","Wisconsin","01","H2WI01084","","Rob","Zerban","Zerban, Rob","","D","25627.0","0.7761994184637752","","","105552.0","0.36628379081791995","","","","","",""
"3597.0","WI","Wisconsin","01","H4WI01130 ","","Amar","Kaleka","Kaleka, Amar","","D","7318.0","0.22165010903804216","","","","","","","","","",""
"3598.0","WI","Wisconsin","01","n/a","","","Scattered","Scattered","","W(D)","71.0","0.002150472498182699","","","","","","","","","",""
"3599.0","WI","Wisconsin","01","n/a","","","","","Party Votes:","D","33016.0","","","","","","","","","","",""
"3600.0","WI","Wisconsin","01","n/a","","","Scattered","Scattered","","W(CON)","4.0","1.0","","","","","","","","","",""
"3601.0","WI","Wisconsin","01","n/a","","","","","Party Votes:","CON","4.0","","","","","","","","","","",""
"3602.0","WI","Wisconsin","01","H2WI01092","","Keith R.","Deschler","Deschler, Keith R.","","W","","","","","29.0","0.00010063504181559496","","","","","",""
"3603.0","WI","Wisconsin","01","n/a","","","Scattered","Scattered","","W","","","","","273.0","0.0009473574626088767","","","","","",""
"3604.0","WI","Wisconsin","01","n/a","","","","","District Votes:","","76313.0","","","","288170.0","","","","","","",""
"3605.0","WI","Wisconsin","","n/a","","","","","","","","","","","","","","","","","",""
"3606.0","WI","Wisconsin","02","H2WI02124","(I)","Mark","Pocan","Pocan, Mark","","D","52517.0","0.9959038931978078","","","224920.0","0.683965491550782","","","","","W",""
"3607.0","WI","Wisconsin","02","n/a","","","Scattered","Scattered","","W(D)","216.0","0.004096106802192176","","","","","","","","","",""
"3608.0","WI","Wisconsin","02","n/a","","","","","Party Votes:","D","52733.0","","","","","","","","","","",""
"3609.0","WI","Wisconsin","02","H8WI02121 ","","Peter","Theron","Theron, Peter","","R","12464.0","0.9983979493752002","","","103619.0","0.3150979026720633","","","","","",""
"3610.0","WI","Wisconsin","02","n/a","","","Scattered","Scattered","","W(R)","20.0","0.0016020506247997437","","","","","","","","","",""
"3611.0","WI","Wisconsin","02","n/a","","","","","Party Votes:","R","12484.0","","","","","","","","","","",""
"3612.0","WI","Wisconsin","02","n/a","","","Scattered","Scattered","","W(CON)","11.0","1.0","","","","","","","","","",""
"3613.0","WI","Wisconsin","02","n/a","","","","","Party Votes:","CON","11.0","","","","","","","","","","",""
"3614.0","WI","Wisconsin","02","n/a","","","Scattered","Scattered","","W","","","","","308.0","0.0009366057771547254","","","","","",""
"3615.0","WI","Wisconsin","02","n/a","","","","","","","","","","","","","","","","","",""
"3616.0","WI","Wisconsin","02","n/a","","","","","District Votes:","","65228.0","","","","328847.0","","","","","","",""
"3617.0","WI","Wisconsin","03","H6WI03099","(I)","Ron ","Kind","Kind, Ron ","","D","28783.0","0.9975739091255675","","","155368.0","0.5646439720745309","","","","","W",""
"3618.0","WI","Wisconsin","03","n/a","","","Scattered","Scattered","","W(D)","70.0","0.002426090874432468","","","","","","","","","",""
"3619.0","WI","Wisconsin","03","n/a","","","","","Party Votes:","D","28853.0","","","","","","","","","","",""
"3620.0","WI","Wisconsin","03","H4WI03144","","Tony","Kurtz","Kurtz, Tony","","R","13552.0","0.5669581224114127","","","119540.0","0.43443656622849897","","","","","",""
"3621.0","WI","Wisconsin","03","H4WI03151 ","","Karen L.","Mueller","Mueller, Karen L.","","R","5630.0","0.23553528845751578","","","","","","","","","",""
"3622.0","WI","Wisconsin","03","H4WI03136","","Ken","Van Doren","Van Doren, Ken","","R/W","4704.0","0.1967953813328871","","","128.0","0.0004651822024196743","","","","","",""
"3623.0","WI","Wisconsin","03","n/a","","","Scattered","Scattered","","W(R)","17.0","0.0007112077981843284","","","","","","","","","",""
"3624.0","WI","Wisconsin","03","n/a","","","","","Party Votes:","R","23903.0","","","","","","","","","","",""
"3625.0","WI","Wisconsin","03","n/a","","","Scattered","Scattered","","W(CON)","12.0","1.0","","","","","","","","","",""
"3626.0","WI","Wisconsin","03","n/a","","","","","Party Votes:","CON","12.0","","","","","","","","","","",""
"3627.0","WI","Wisconsin","03","n/a","","","Scattered","Scattered","","W","","","","","125.0","0.00045427949455046317","","","","","",""
"3628.0","WI","Wisconsin","03","n/a","","","","","District Votes:","","52768.0","","","","275161.0","","","","","","",""
"3629.0","WI","Wisconsin","","n/a","","","","","","","","","","","","","","","","","",""
"3630.0","WI","Wisconsin","04","H4WI04183 ","(I)","Gwen","Moore","Moore, Gwen","","D","52413.0","0.7091270700292239","","","179045.0","0.7024347566812611","","","","","W",""
"3631.0","WI","Wisconsin","04","H4WI04241","","Gary R.","George","George, Gary R.","","D","21242.0","0.2873958220586644","","","","","","","","","",""
"3632.0","WI","Wisconsin","04","n/a","","","Scattered","Scattered","","W(D)","257.0","0.0034771079121117005","","","","","","","","","",""
"3633.0","WI","Wisconsin","04","n/a","","","","","Party Votes:","D","73912.0","","","","","","","","","","",""
"3634.0","WI","Wisconsin","04","H0WI04090","","Dan","Sebring","Sebring, Dan","","R","3386.0","0.7967058823529412","","","68490.0","0.26870203851042795","","","","","",""
"3635.0","WI","Wisconsin","04","H4WI04258","","David D.","King","King, David D.","","R","855.0","0.2011764705882353","","","","","","","","","",""
"3636.0","WI","Wisconsin","04","n/a","","","Scattered","Scattered","","W(R)","9.0","0.0021176470588235292","","","","","","","","","",""
"3637.0","WI","Wisconsin","04","n/a","","","","","Party Votes:","R","4250.0","","","","","","","","","","",""
"3638.0","WI","Wisconsin","04","n/a","","","Scattered","Scattered","","W(CON)","19.0","1.0","","","","","","","","","",""
"3639.0","WI","Wisconsin","04","n/a","","","","","Party Votes:","CON","19.0","","","","","","","","","","",""
"3640.0","WI","Wisconsin","04","H4WI04266","","Robert R.","Raymond","Raymond, Robert R.","","IND","","","","","7002.0","0.027470458076361753","","","","","",""
"3641.0","WI","Wisconsin","04","n/a","","","Scattered","Scattered","","W","","","","","355.0","0.0013927467319492176","","","","","",""
"3642.0","WI","Wisconsin","04","n/a","","","","","District Votes:","","78181.0","","","","254892.0","","","","","","",""
"3643.0","WI","Wisconsin","","n/a","","","","","","","","","","","","","","","","","",""
"3644.0","WI","Wisconsin","05","H8WI09050 ","(I)","F. James., Jr.","Sensenbrenner","Sensenbrenner, F. James., Jr.","","R","43266.0","0.9981083325643628","","","231160.0","0.6945370854440458","","","","","W",""
"3645.0","WI","Wisconsin","05","n/a","","","Scattered","Scattered","","W(R)","82.0","0.001891667435637169","","","","","","","","","",""
"3646.0","WI","Wisconsin","05","n/a","","","","","Party Votes:","R","43348.0","","","","","","","","","","",""
"3647.0","WI","Wisconsin","05","H4WI05099","","Chris","Rockwood","Rockwood, Chris","","D","21715.0","0.993548682284041","","","101190.0","0.30403273782697265","","","","","",""
"3648.0","WI","Wisconsin","05","n/a","","","Scattered","Scattered","","W(D)","141.0","0.006451317715959005","","","","","","","","","",""
"3649.0","WI","Wisconsin","05","n/a","","","","","Party Votes:","D","21856.0","","","","","","","","","","",""
"3650.0","WI","Wisconsin","05","n/a","","","Scattered","Scattered","","W(CON)","8.0","1.0","","","","","","","","","",""
"3651.0","WI","Wisconsin","05","n/a","","","","","Party Votes:","CON","8.0","","","","","","","","","","",""
"3652.0","WI","Wisconsin","05","n/a","","","Scattered","Scattered","","W","","","","","476.0","0.00143017672898151","","","","","",""
"3653.0","WI","Wisconsin","05","n/a","","","","","District Votes:","","65212.0","","","","332826.0","","","","","","",""
"3654.0","WI","Wisconsin","","n/a","","","","","","","","","","","","","","","","","",""
"3655.0","WI","Wisconsin","06","H4WI06048 ","","Glenn ","Grothman","Grothman, Glenn ","","R","23247.0","0.36156777354382147","","","169767.0","0.5677199506408992","","","","","W",""
"3656.0","WI","Wisconsin","06","H4WI06063","","Joe ","Leibham","Leibham, Joe ","","R","23028.0","0.35816159888016175","","","","","","","","","",""
"3657.0","WI","Wisconsin","06","H4WI06055 ","","Duey ","Stroebel","Stroebel, Duey ","","R","15873.0","0.2468776732249786","","","","","","","","","",""
"3658.0","WI","Wisconsin","06","H4WI06089","","Tom","Denow","Denow, Tom","","R","2117.0","0.0329263550820437","","","","","","","","","",""
